Year,TopicTag,total_yes,total_votes,yes_vote_percentage
2014,INTERNATIONAL LAW,1283,1626,78.90528905289052
2014,EMPLOYMENT PROMOTION AND PLANNING,133,170,78.23529411764706
2014,SKILLS DEVELOPMENT,133,170,78.23529411764706
2014,DEVELOPMENT FINANCE,688,892,77.13004484304933
2014,POLITICAL AND LEGAL QUESTIONS,4531,5898,76.8226517463547
2014,HUMAN RIGHTS,2831,3865,73.2470892626132
2014,INTERNATIONAL TRADE,131,180,72.77777777777777
2014,DISCRIMINATION,1061,1466,72.37380627557981
2014,PUBLIC ADMINISTRATION,130,181,71.8232044198895
2014,SPACE SCIENCES,126,176,71.5909090909091
2014,POLITICAL EVENTS AND ISSUES,2179,3047,71.5129635707253
2014,GENERAL AND NATIONAL LAW,244,346,70.52023121387283
2014,MONETARY ISSUES,244,346,70.52023121387283
2014,PUBLIC FINANCE,244,346,70.52023121387283
2015,MARINE RESOURCES,314,328,95.73170731707317
2015,POLLUTION,171,180,95.0
2015,NUCLEAR SCIENCE,278,294,94.5578231292517
2015,WELFARE AND SOCIAL SERVICES,167,179,93.29608938547486
2015,LAW OF WAR,163,177,92.09039548022598
2015,RECOMMENDATIONS,168,183,91.80327868852459
2015,COMMUNICATION AND MASS MEDIA,155,169,91.71597633136095
2015,RESOURCES (GENERAL),164,179,91.62011173184358
2015,ENVIRONMENT,453,509,88.99803536345776
2015,DEVELOPMENT FINANCE,327,376,86.96808510638297
2015,ECONOMIC CONDITIONS,322,375,85.86666666666667
2015,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,322,375,85.86666666666667
2015,TRADE RELATED FINANCE,322,375,85.86666666666667
2015,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,742,884,83.93665158371041
2015,INTERNATIONAL LAW,1064,1276,83.38557993730407
2015,DEVELOPMENT,455,549,82.87795992714025
2015,DISARMAMENT AND MILITARY QUESTIONS,4325,5315,81.37347130761995
2015,MAINTENANCE OF PEACE AND SECURITY,3142,3900,80.56410256410257
2015,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,146,182,80.21978021978022
2015,NATURAL RESOURCES AND THE ENVIRONMENT,146,182,80.21978021978022
2015,INTERNATIONAL RELATIONS,3816,4938,77.27825030376671
2015,POLITICAL AND LEGAL QUESTIONS,4509,5868,76.84049079754601
2015,SOCIAL DEVELOPMENT,927,1233,75.18248175182481
2015,HUMAN RIGHTS,2505,3418,73.2884727911059
2015,PUBLIC FINANCE,267,365,73.15068493150685
2015,POLITICAL EVENTS AND ISSUES,2464,3383,72.83476204552173
2015,SPACE SCIENCES,129,179,72.06703910614524
2015,CULTURAL DEVELOPMENT,133,187,71.12299465240642
2015,DISCRIMINATION,764,1089,70.15610651974288
2015,No Tag,103,152,67.76315789473685
2016,COMPUTER SCIENCE AND TECHNOLOGY,181,182,99.45054945054946
2016,TELECOMMUNICATIONS,181,182,99.45054945054946
2016,TRADE RELATED FINANCE,191,193,98.96373056994818
2016,INTERNATIONAL TRADE LAW,180,183,98.36065573770492
2016,NUCLEAR SCIENCE,333,350,95.14285714285714
2016,MARINE RESOURCES,324,343,94.46064139941691
2016,WELFARE AND SOCIAL SERVICES,167,177,94.35028248587571
2016,LAW OF WAR,168,180,93.33333333333333
2016,POLLUTION,166,181,91.71270718232044
2016,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,741,865,85.66473988439306
2016,DEVELOPMENT FINANCE,322,377,85.41114058355438
2016,ECONOMIC CONDITIONS,322,377,85.41114058355438
2016,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,322,377,85.41114058355438
2016,DISARMAMENT AND MILITARY QUESTIONS,5628,6686,84.17588991923422
2016,ENVIRONMENT,292,347,84.14985590778097
2016,MAINTENANCE OF PEACE AND SECURITY,3536,4275,82.71345029239767
2016,RESOURCES (GENERAL),302,371,81.40161725067385
2016,INTERNATIONAL LAW,2070,2545,81.33595284872298
2016,DEVELOPMENT,735,918,80.06535947712419
2016,INTERNATIONAL RELATIONS,3975,5032,78.99443561208267
2016,SOCIAL DEVELOPMENT,813,1069,76.05238540692237
2016,POLITICAL AND LEGAL QUESTIONS,4230,5617,75.30710343599787
2016,SPACE SCIENCES,130,182,71.42857142857143
2016,ECONOMIC THEORY,131,184,71.19565217391305
2016,INTERNATIONAL TRADE,131,184,71.19565217391305
2016,HUMAN RIGHTS,2168,3087,70.229996760609
2016,POLITICAL EVENTS AND ISSUES,2196,3205,68.5179407176287
2016,DISCRIMINATION,842,1259,66.87847498014297
2017,PERSONS WITH DISABILITIES,187,187,100.0
2017,WOMEN'S ADVANCEMENT,187,187,100.0
2017,FOOD AND NUTRITION,185,186,99.46236559139786
2017,TRADE RELATED FINANCE,191,193,98.96373056994818
2017,DEVELOPMENT FINANCE,371,375,98.93333333333332
2017,COMMODITIES,182,184,98.91304347826086
2017,INTERNATIONAL TRADE,182,184,98.91304347826086
2017,TRADE IN COMMODITIES,182,184,98.91304347826086
2017,MONETARY ISSUES,180,182,98.9010989010989
2017,No Tag,135,137,98.54014598540147
2017,ENERGY RESOURCES,183,186,98.38709677419355
2017,ENVIRONMENTAL HEALTH,183,186,98.38709677419355
2017,NUCLEAR SCIENCE,180,185,97.2972972972973
2017,RESOURCES (GENERAL),345,364,94.78021978021978
2017,MARINE RESOURCES,417,441,94.5578231292517
2017,WELFARE AND SOCIAL SERVICES,162,175,92.57142857142857
2017,POLLUTION,163,179,91.06145251396647
2017,WATER,163,180,90.55555555555556
2017,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,503,557,90.30520646319569
2017,LAW OF WAR,157,174,90.22988505747126
2017,NATURAL RESOURCES AND THE ENVIRONMENT,315,362,87.01657458563537
2017,DEVELOPMENT,1209,1414,85.50212164073551
2017,CULTURAL DEVELOPMENT,321,376,85.37234042553192
2017,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,721,855,84.32748538011697
2017,SOCIAL DEVELOPMENT,1352,1605,84.23676012461058
2017,RECOMMENDATIONS,315,376,83.77659574468085
2017,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,152,182,83.51648351648352
2017,ENVIRONMENT,411,497,82.69617706237425
2017,ECONOMIC CONDITIONS,407,503,80.9145129224652
2017,DISARMAMENT AND MILITARY QUESTIONS,4837,6102,79.26909210095052
2017,INTERNATIONAL RELATIONS,4134,5344,77.35778443113772
2017,INTERNATIONAL LAW,837,1082,77.35674676524954
2017,MAINTENANCE OF PEACE AND SECURITY,3100,4016,77.19123505976096
2017,HUMAN RIGHTS,3097,4101,75.51816630090222
2017,POLITICAL AND LEGAL QUESTIONS,4853,6429,75.48607870586406
2017,PUBLIC FINANCE,130,180,72.22222222222221
2017,POLITICAL EVENTS AND ISSUES,2531,3510,72.10826210826211
2017,SPACE SCIENCES,131,183,71.58469945355192
2017,DISCRIMINATION,1121,1582,70.85967130214918
2017,PUBLIC ADMINISTRATION,86,130,66.15384615384615
2018,MONETARY ISSUES,184,185,99.45945945945947
2018,RECOMMENDATIONS,158,159,99.37106918238993
2018,TRADE RELATED FINANCE,189,191,98.95287958115183
2018,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES,183,185,98.91891891891892
2018,FOOD AND NUTRITION,530,537,98.69646182495345
2018,POPULATION DYNAMICS,182,187,97.32620320855615
2018,NUCLEAR SCIENCE,365,376,97.07446808510637
2018,MARINE RESOURCES,287,305,94.09836065573771
2018,WELFARE AND SOCIAL SERVICES,163,178,91.57303370786516
2018,DEVELOPMENT FINANCE,506,562,90.0355871886121
2018,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,506,562,90.0355871886121
2018,SPECIAL GROUPS,152,169,89.94082840236686
2018,LAW OF WAR,158,178,88.76404494382022
2018,POLLUTION,317,360,88.05555555555556
2018,DEVELOPMENT,1743,1985,87.80856423173805
2018,ENVIRONMENT,399,465,85.80645161290322
2018,INTERNATIONAL TRADE,317,371,85.44474393530997
2018,ECONOMIC CONDITIONS,322,377,85.41114058355438
2018,SPACE SCIENCES,308,363,84.84848484848484
2018,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1015,1222,83.06055646481178
2018,DISARMAMENT AND MILITARY QUESTIONS,5194,6352,81.76952141057934
2018,RESOURCES (GENERAL),294,364,80.76923076923077
2018,SOCIAL DEVELOPMENT,1579,1971,80.11161846778285
2018,MAINTENANCE OF PEACE AND SECURITY,4919,6157,79.89280493746953
2018,INTERNATIONAL RELATIONS,5472,6977,78.42912426544359
2018,INTERNATIONAL LAW,1688,2161,78.11198519204072
2018,POLITICAL AND LEGAL QUESTIONS,5756,7498,76.76713790344093
2018,COMPUTER SCIENCE AND TECHNOLOGY,257,345,74.4927536231884
2018,ECONOMIC THEORY,133,186,71.50537634408603
2018,HUMAN RIGHTS,2811,3946,71.23669538773441
2018,POLITICAL EVENTS AND ISSUES,2850,4044,70.47477744807121
2018,DISCRIMINATION,920,1387,66.33020908435472
2018,TELECOMMUNICATIONS,213,365,58.35616438356165
2019,MONETARY ISSUES,179,180,99.44444444444444
2019,COMMODITIES,177,178,99.43820224719101
2019,TRADE IN COMMODITIES,177,178,99.43820224719101
2019,FOOD AND NUTRITION,188,190,98.94736842105263
2019,INTERNATIONAL TRADE,176,178,98.87640449438202
2019,COMMUNICATION AND MASS MEDIA,165,167,98.80239520958084
2019,PHILOSOPHY AND RELIGION,165,167,98.80239520958084
2019,DEVELOPMENT FINANCE,366,372,98.38709677419355
2019,NUCLEAR SCIENCE,182,187,97.32620320855615
2019,No Tag,134,139,96.40287769784173
2019,PROGRAMME PLANNING,148,154,96.1038961038961
2019,POLLUTION,339,356,95.2247191011236
2019,MARINE RESOURCES,297,315,94.28571428571428
2019,WELFARE AND SOCIAL SERVICES,169,180,93.88888888888889
2019,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,485,545,88.9908256880734
2019,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,919,1058,86.86200378071834
2019,RESOURCES (GENERAL),468,541,86.50646950092421
2019,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,154,182,84.61538461538461
2019,NATURAL RESOURCES AND THE ENVIRONMENT,154,182,84.61538461538461
2019,ENVIRONMENT,731,864,84.60648148148148
2019,ECONOMIC CONDITIONS,309,367,84.19618528610354
2019,TRADE RELATED FINANCE,309,367,84.19618528610354
2019,SPACE SCIENCES,301,361,83.37950138504155
2019,MAINTENANCE OF PEACE AND SECURITY,4199,5138,81.72440638380692
2019,SOCIAL DEVELOPMENT,1582,1943,81.42048378795677
2019,COMPUTER SCIENCE AND TECHNOLOGY,292,359,81.33704735376045
2019,DISARMAMENT AND MILITARY QUESTIONS,5068,6369,79.57293138640289
2019,DEVELOPMENT,1230,1567,78.49393746011486
2019,INTERNATIONAL LAW,1529,1961,77.97042325344212
2019,INTERNATIONAL RELATIONS,4406,5898,74.70328925059341
2019,RECOMMENDATIONS,253,343,73.76093294460642
2019,HUMAN RIGHTS,2372,3240,73.20987654320987
2019,POLITICAL AND LEGAL QUESTIONS,4309,5892,73.13306177868296
2019,CULTURE,127,174,72.98850574712644
2019,CULTURAL DEVELOPMENT,136,191,71.20418848167539
2019,PUBLIC FINANCE,223,325,68.61538461538461
2019,POLITICAL EVENTS AND ISSUES,1908,2803,68.06992508027115
2019,STATISTICS,101,150,67.33333333333333
2019,DISCRIMINATION,949,1431,66.3172606568833
2019,TELECOMMUNICATIONS,208,352,59.09090909090909
2019,INTERNATIONAL TRADE LAW,81,145,55.86206896551724
2020,MONETARY ISSUES,177,178,99.43820224719101
2020,PUBLIC ADMINISTRATION,350,353,99.15014164305948
2020,PUBLIC FINANCE,504,510,98.82352941176471
2020,STATISTICS,168,170,98.82352941176471
2020,COMPREHENSIVE HEALTH SERVICES,350,355,98.59154929577466
2020,ENVIRONMENT,504,513,98.24561403508771
2020,HUMANITARIAN AID AND RELIEF,150,153,98.0392156862745
2020,POPULATION DYNAMICS,175,179,97.76536312849163
2020,WELFARE AND SOCIAL SERVICES,669,686,97.52186588921283
2020,NUCLEAR SCIENCE,182,187,97.32620320855615
2020,POLLUTION,336,352,95.45454545454545
2020,MARINE RESOURCES,314,332,94.57831325301204
2020,WOMEN'S ADVANCEMENT,175,186,94.08602150537635
2020,RESOURCES (GENERAL),331,355,93.2394366197183
2020,DISEASE PREVENTION AND CONTROL,441,479,92.06680584551148
2020,DISEASES AND CARRIERS OF DISEASES,441,479,92.06680584551148
2020,DEVELOPMENT FINANCE,468,523,89.48374760994264
2020,SPACE SCIENCES,472,553,85.35262206148282
2020,DEVELOPMENT,1677,1975,84.9113924050633
2020,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,300,354,84.7457627118644
2020,INTERNATIONAL TRADE,300,354,84.7457627118644
2020,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,756,893,84.65845464725645
2020,SOCIAL DEVELOPMENT,1925,2322,82.90267011197244
2020,DISARMAMENT AND MILITARY QUESTIONS,5226,6416,81.45261845386533
2020,MAINTENANCE OF PEACE AND SECURITY,3848,4740,81.18143459915612
2020,INTERNATIONAL LAW,1327,1663,79.79555021046302
2020,INTERNATIONAL RELATIONS,3988,5187,76.88451898978215
2020,COMPUTER SCIENCE AND TECHNOLOGY,255,343,74.34402332361516
2020,POLITICAL AND LEGAL QUESTIONS,4325,5905,73.24301439458087
2020,HUMAN RIGHTS,2598,3565,72.87517531556801
2020,RECOMMENDATIONS,130,179,72.62569832402235
2020,DISCRIMINATION,1006,1397,72.01145311381532
2020,ECONOMIC CONDITIONS,123,175,70.28571428571428
2020,ECONOMIC THEORY,123,175,70.28571428571428
2020,HISTORICAL PERIODS,123,185,66.48648648648648
2020,POLITICAL EVENTS AND ISSUES,1898,2906,65.31314521679285
2020,PHILOSOPHY AND RELIGION,90,142,63.38028169014085
2020,TELECOMMUNICATIONS,92,163,56.44171779141104
2021,MONETARY ISSUES,178,179,99.4413407821229
2021,COMMODITIES,177,178,99.43820224719101
2021,TRADE IN COMMODITIES,177,178,99.43820224719101
2021,INTERNATIONAL TRADE,178,180,98.88888888888889
2021,PUBLIC ADMINISTRATION,157,159,98.74213836477988
2021,DEVELOPMENT FINANCE,362,368,98.36956521739131
2021,WOMEN'S ADVANCEMENT,165,169,97.63313609467455
2021,TRADE RELATED FINANCE,184,189,97.35449735449735
2021,DISEASE PREVENTION AND CONTROL,483,499,96.79358717434869
2021,DISEASES AND CARRIERS OF DISEASES,483,499,96.79358717434869
2021,WELFARE AND SOCIAL SERVICES,343,361,95.01385041551247
2021,POLLUTION,340,359,94.70752089136491
2021,PHILOSOPHY AND RELIGION,139,148,93.91891891891892
2021,MARINE RESOURCES,292,313,93.29073482428115
2021,ENVIRONMENT,462,498,92.7710843373494
2021,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,488,547,89.21389396709324
2021,RESOURCES (GENERAL),156,178,87.64044943820225
2021,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,745,869,85.7307249712313
2021,ECONOMIC CONDITIONS,310,367,84.46866485013625
2021,NATURAL RESOURCES AND THE ENVIRONMENT,152,180,84.44444444444444
2021,PUBLIC FINANCE,283,337,83.97626112759644
2021,INTERNATIONAL LAW,1067,1279,83.42455043002346
2021,NUCLEAR SCIENCE,442,537,82.30912476722533
2021,DEVELOPMENT,738,900,82.0
2021,SOCIAL DEVELOPMENT,1987,2429,81.80321119802387
2021,SPACE SCIENCES,280,350,80.0
2021,DISARMAMENT AND MILITARY QUESTIONS,4586,5787,79.24658717815795
2021,MAINTENANCE OF PEACE AND SECURITY,3460,4516,76.61647475642161
2021,INTERNATIONAL RELATIONS,3547,4787,74.09651138500104
2021,HUMAN RIGHTS,2579,3513,73.41303729006547
2021,POLITICAL AND LEGAL QUESTIONS,3077,4207,73.14000475398146
2021,LAW OF WAR,115,158,72.78481012658227
2021,CULTURAL DEVELOPMENT,131,186,70.43010752688173
2021,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,230,343,67.05539358600583
2021,DISCRIMINATION,789,1211,65.15276630883568
2021,POLITICAL EVENTS AND ISSUES,1071,1745,61.37535816618911
2022,MINERAL RESOURCES,180,182,98.9010989010989
2022,TRADE RELATED FINANCE,185,189,97.88359788359789
2022,LAW OF THE SEA,159,163,97.54601226993866
2022,WATER,159,163,97.54601226993866
2022,ENVIRONMENT,493,509,96.85658153241651
2022,POLLUTION,513,532,96.42857142857143
2022,WOMEN'S ADVANCEMENT,170,179,94.97206703910615
2022,MARINE RESOURCES,319,336,94.94047619047619
2022,WELFARE AND SOCIAL SERVICES,157,168,93.45238095238095
2022,RESOURCES (GENERAL),159,177,89.83050847457628
2022,DEVELOPMENT FINANCE,308,363,84.84848484848484
2022,ECONOMIC CONDITIONS,308,363,84.84848484848484
2022,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,308,363,84.84848484848484
2022,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,702,845,83.07692307692308
2022,DISARMAMENT AND MILITARY QUESTIONS,5058,6275,80.60557768924302
2022,INTERNATIONAL LAW,1542,1987,77.60442878711625
2022,DEVELOPMENT,817,1056,77.36742424242425
2022,TELECOMMUNICATIONS,268,349,76.79083094555874
2022,MAINTENANCE OF PEACE AND SECURITY,4250,5541,76.70095650604584
2022,SOCIAL DEVELOPMENT,1180,1539,76.67316439246264
2022,SPECIAL HUMANITARIAN OPERATIONS,140,183,76.50273224043715
2022,NUCLEAR SCIENCE,273,359,76.04456824512535
2022,INTERNATIONAL RELATIONS,4404,5972,73.74413931681178
2022,POLITICAL AND LEGAL QUESTIONS,4357,6048,72.04034391534393
2022,INTERNATIONAL TRADE,123,174,70.6896551724138
2022,HUMAN RIGHTS,2213,3166,69.8989260897031
2022,PUBLIC ADMINISTRATION,102,146,69.86301369863014
2022,PUBLIC FINANCE,102,146,69.86301369863014
2022,NARCOTIC DRUGS,124,178,69.66292134831461
2022,SPACE SCIENCES,122,176,69.31818181818183
2022,DISCRIMINATION,821,1222,67.1849427168576
2022,POLITICAL EVENTS AND ISSUES,2166,3302,65.59660811629315
2022,COMPUTER SCIENCE AND TECHNOLOGY,112,172,65.11627906976744
2022,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,94,175,53.714285714285715
2023,WILDLIFE,150,152,98.68421052631578
2023,CULTURE,118,120,98.33333333333333
2023,MARINE RESOURCES,454,473,95.9830866807611
2023,POLLUTION,501,527,95.06641366223909
2023,WELFARE AND SOCIAL SERVICES,168,179,93.85474860335195
2023,ENVIRONMENT,762,817,93.26805385556915
2023,NUCLEAR SCIENCE,505,552,91.48550724637681
2023,RESOURCES (GENERAL),158,177,89.26553672316385
2023,RECOMMENDATIONS,155,180,86.11111111111111
2023,DEVELOPMENT FINANCE,315,369,85.36585365853658
2023,ECONOMIC CONDITIONS,315,369,85.36585365853658
2023,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,315,369,85.36585365853658
2023,TRADE RELATED FINANCE,315,369,85.36585365853658
2023,INTERNATIONAL LAW,1937,2348,82.49574105621805
2023,SPACE SCIENCES,293,363,80.71625344352617
2023,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1262,1575,80.12698412698413
2023,DEVELOPMENT,430,539,79.77736549165121
2023,DISARMAMENT AND MILITARY QUESTIONS,4888,6143,79.57024255249878
2023,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,135,171,78.94736842105263
2023,NATURAL RESOURCES AND THE ENVIRONMENT,135,171,78.94736842105263
2023,TELECOMMUNICATIONS,265,345,76.81159420289855
2023,MAINTENANCE OF PEACE AND SECURITY,3222,4230,76.17021276595744
2023,SOCIAL DEVELOPMENT,1151,1543,74.5949449125081
2023,WOMEN'S ADVANCEMENT,128,174,73.5632183908046
2023,INTERNATIONAL RELATIONS,3228,4432,72.83393501805054
2023,POLITICAL AND LEGAL QUESTIONS,3475,4774,72.79011311269376
2023,CULTURAL DEVELOPMENT,132,187,70.58823529411765
2023,HUMAN RIGHTS,2008,2863,70.13622074746769
2023,TAXATION,111,167,66.46706586826348
2023,POLITICAL EVENTS AND ISSUES,1381,2128,64.89661654135338
2023,DISCRIMINATION,555,872,63.646788990825684
2023,COMPUTER SCIENCE AND TECHNOLOGY,104,164,63.41463414634146
2024,MINERAL RESOURCES,186,187,99.46524064171123
2024,WATER,338,342,98.83040935672514
2024,TRADE RELATED FINANCE,187,190,98.42105263157895
2024,LAW OF THE SEA,152,155,98.06451612903226
2024,WILDLIFE,164,168,97.61904761904762
2024,ENVIRONMENT,490,507,96.64694280078896
2024,COMPUTER SCIENCE AND TECHNOLOGY,159,166,95.78313253012048
2024,GENERAL AND NATIONAL LAW,157,164,95.73170731707317
2024,INTERNATIONAL TRADE LAW,157,164,95.73170731707317
2024,PUBLIC FINANCE,157,164,95.73170731707317
2024,MARINE RESOURCES,483,505,95.64356435643563
2024,POLLUTION,527,553,95.29837251356238
2024,WOMEN'S ADVANCEMENT,174,185,94.05405405405406
2024,RESOURCES (GENERAL),162,180,90.0
2024,DEVELOPMENT FINANCE,320,376,85.1063829787234
2024,ECONOMIC CONDITIONS,320,376,85.1063829787234
2024,SPACE SCIENCES,465,548,84.85401459854015
2024,NUCLEAR SCIENCE,586,701,83.59486447931526
2024,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,452,559,80.85867620751341
2024,DISARMAMENT AND MILITARY QUESTIONS,4921,6114,80.48740595354923
2024,MAINTENANCE OF PEACE AND SECURITY,3637,4706,77.2843178920527
2024,INTERNATIONAL LAW,1339,1741,76.90982194141299
2024,INTERNATIONAL RELATIONS,3013,3957,76.14354308819813
2024,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,387,509,76.03143418467585
2024,WELFARE AND SOCIAL SERVICES,125,165,75.75757575757575
2024,DEVELOPMENT,806,1106,72.875226039783
2024,INTERNATIONAL TRADE,265,369,71.81571815718158
2024,ECONOMIC THEORY,133,186,71.50537634408603
2024,POLITICAL AND LEGAL QUESTIONS,2755,3872,71.15185950413223
2024,TAXATION,119,171,69.5906432748538
2024,SOCIAL DEVELOPMENT,614,886,69.3002257336343
2024,HUMAN RIGHTS,1583,2335,67.79443254817987
2024,DISCRIMINATION,698,1061,65.78699340245052
2024,POLITICAL EVENTS AND ISSUES,1639,2513,65.2208515718265
2024,ENERGY RESOURCES,99,168,58.92857142857143
2024,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,105,182,57.692307692307686
2025,CULTURE,338,340,99.41176470588235
2025,FOOD AND NUTRITION,158,159,99.37106918238993
2025,ENVIRONMENT,310,312,99.35897435897436
2025,NATURAL RESOURCES AND THE ENVIRONMENT,310,312,99.35897435897436
2025,WILDLIFE,310,312,99.35897435897436
2025,WELFARE AND SOCIAL SERVICES,297,302,98.34437086092716
2025,GENERAL AND NATIONAL LAW,160,164,97.5609756097561
2025,COMPREHENSIVE HEALTH SERVICES,278,286,97.2027972027972
2025,No Tag,161,166,96.98795180722891
2025,POLITICAL EVENTS AND ISSUES,431,454,94.93392070484582
2025,EDUCATIONAL POLICY AND PLANNING,151,160,94.375
2025,DISCRIMINATION,141,151,93.37748344370861
2025,INTERNATIONAL LAW,309,344,89.82558139534885
2025,SOCIAL DEVELOPMENT,650,775,83.87096774193549
2025,POLITICAL AND LEGAL QUESTIONS,1606,1952,82.27459016393442
2025,INTERNATIONAL RELATIONS,1423,1732,82.1593533487298
2025,HUMAN RIGHTS,494,624,79.16666666666666
2025,MAINTENANCE OF PEACE AND SECURITY,604,862,70.06960556844548
2025,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,214,330,64.84848484848484
